Unit,Module,Sentences
_u3_producing_data,_m2_design,"For example, smokers who opt to quit using neither therapy nor drugs may tend to be in a lower income bracket than those who opt for (and can afford) drugs and/or therapy."
_u3_producing_data,_m2_design,Perhaps smokers in a lower income bracket also tend to be less successful in quitting because more of their family members and co-workers smoke.
_u3_producing_data,_m2_design,"Thus, socioeconomic status is yet another possible lurking variable in the relationship between cessation method and success rate."
_u3_producing_data,_m2_design,It is because of the existence of a virtually unlimited number of potential lurking variables that we can never be 100% certain of a claim of causation based on an observational study.
_u3_producing_data,_m2_design,"On the other hand, observational studies are an extremely common tool used by researchers to attempt to draw conclusions about causal connections."
_u3_producing_data,_m2_design,"Observational studies are subject to other pitfalls besides lurking variables, arising from various aspects of the design for evaluating the explanatory and response values."
_u3_producing_data,_m2_design,The next pair of examples illustrates some other difficulties that may arise.
_u3_producing_data,_m2_design,Suppose researchers want to determine if people tend to snack more while they watch TV.
_u3_producing_data,_m2_design,"One possible design that we considered was to recruit participants for an observational study, and give them journals to record their hourly activities the following day, including TV watched and snacks consumed."
_u3_producing_data,_m2_design,Then they could review the journals to determine if snack consumption was higher during TV times.
_u3_producing_data,_m2_design,"We identified this as a prospective observational study, carried forward in time."
_u3_producing_data,_m2_design,Studying people in the more natural setting of their own homes makes the study more realistic than a contrived experimental setting.
_u3_producing_data,_m2_design,"Still, when people are obliged to record their behavior as it occurs, they may be too self-conscious to act naturally."
_u3_producing_data,_m2_design,"They may want to avoid embarrassment and so they may cut back on their TV viewing, or their snack consumption, or the combination of the two."
_u3_producing_data,_m2_design,Yet another possible design is to recruit participants for a retrospective observational study.
_u3_producing_data,_m2_design,"Ask them to recall, for each hour of the previous day, whether they were watching TV, and what snacks they consumed each hour."
_u3_producing_data,_m2_design,Determine if food consumption was higher during the TV times.
_u3_producing_data,_m2_design,This design has the advantage of not disturbing people's natural behavior in terms of TV viewing or snacking.
_u3_producing_data,_m2_design,It has the disadvantage of relying on people's memories to record those variables' values from the day before.
_u3_producing_data,_m2_design,"But one day is a relatively short period of time to remember such details, and as long as people are willing to be honest, the results of this study could be fairly reliable."
_u3_producing_data,_m2_design,The issue of eliciting honest responses will be addressed in our discussion of sample surveys.
_u3_producing_data,_m2_design,"By now you should have an idea of how difficult—or perhaps even impossible—it is to establish causation in an observational study, especially due to the problem of lurking variables."
_u3_producing_data,_m2_design,"The key to establishing causation is to rule out the possibility of any lurking variable, or in other words, to ensure that individuals differ only with respect to the values of the explanatory variable."
_u3_producing_data,_m2_design," Causation and Experiments Recall that in an experiment, it is the researchers who assign values of the explanatory variable to the participants."
_u3_producing_data,_m2_design,The key to ensuring that individuals differ only with respect to explanatory values—which is also the key to establishing causation—lies in the way this assignment is carried out.
_u3_producing_data,_m2_design,Let's return to the smoking cessation study as a context to explore the essential ingredients of experimental design.
_u3_producing_data,_m2_design,"In our discussion of the distinction between observational studies and experiments, we described the following experiment: collect a representative sample of 1,000 individuals from the population of smokers who are just now trying to quit."
_u3_producing_data,_m2_design,We divide the sample into 4 groups of 250 and instruct each group to use a different method to quit.
_u3_producing_data,_m2_design,"One year later, we contact the same 1,000 individuals and determine whose attempts succeeded while using our designated method."
_u3_producing_data,_m2_design,"This was an experiment, because the researchers themselves determined the values of the explanatory variable of interest for the individuals studied, rather than letting them choose."
